simulation_id,timestamp,city,area,hour,day_of_week,is_weekend,temperature_c,humidity,rain_mm,wind_speed_kmh,visibility_m,weather_severity_index,vehicle_count,avg_speed_kmh,accident_count,congestion_level,road_condition,traffic_intensity_score,congestion_probability,accident_probability,congestion_occurred,accident_occurred,active_scenarios,scenario_count
5479,2024-02-01 02:00:00,london,Islington,2,3,0,28.3,39,36.89,52.53,10877,30.99,3039,67.92,5,High,Dry,1378.66,0.7748,0.2377,0,1,Heavy Rain|Strong Winds,2
5480,2024-02-10 17:00:00,london,Westminster,17,5,1,30.7,89,31.74,2.02,2333,16.39,100,57.68,9,Medium,Snowy,37.09,0.4418,0.2679,0,0,Heavy Rain|Temperature Extremes|High Humidity,3
5481,2024-06-20 17:00:00,london,Camden,17,3,0,12.01,33,43.6,71.02,8242,25.72,585,24.38,1,Medium,Damaged,199.29,0.7176,0.3198,0,0,Heavy Rain|Strong Winds,2
5482,2024-02-24 03:21:00,london,Islington,3,5,1,9.39,59,39.25,29.79,5202,23.31,2729,99.83,8,Low,Snowy,992.04,0.6923,0.3548,1,0,Heavy Rain,1
5483,2024-05-19 13:42:00,london,Westminster,13,6,1,29.2,54,12.36,57.56,6094,18.71,3082,28.08,2,Medium,Wet,1315.74,0.6454,0.1708,1,0,Strong Winds,1
5484,2024-03-26 03:00:00,london,Chelsea,3,1,0,16.27,65,4.33,25.25,9792,6.7,2455,47.99,4,Low,Wet,819.95,0.533,0.1129,1,0,Normal,0
5485,2024-06-30 14:00:00,london,Camden,14,6,1,0.14,96,9.03,6.15,4316,8.12,758,114.56,0,Low,Snowy,257.84,0.5456,0.2938,1,0,High Humidity,1
5486,2024-02-11 22:00:00,london,Hackney,22,6,1,33.39,39,11.15,13.62,4060,11.72,2588,71.52,2,High,Damaged,957.52,0.5783,0.4204,1,0,Temperature Extremes,1
5487,2024-04-07 11:00:00,london,Hackney,11,6,1,3.81,67,2.02,23.18,9352,8.18,1799,48.75,1,Low,Wet,706.48,0.5461,0.1181,1,0,Normal,0
5488,2024-01-08 23:00:00,london,Kensington,23,0,0,17.71,66,27.09,65.85,3326,24.19,4187,14.64,7,Low,Dry,1908.89,0.7014,0.0922,1,0,Heavy Rain|Strong Winds,2
5489,2024-07-06 12:00:00,london,Westminster,12,5,1,30.42,70,7.17,59.05,7313,19.14,1145,96.75,4,High,Wet,522.57,0.6498,0.3805,1,1,Temperature Extremes|Strong Winds,2
5490,2024-01-17 20:00:00,london,Chelsea,20,2,0,19.09,63,7.77,13.2,7639,6.2,1535,83.8,8,Medium,Damaged,680.43,0.5288,0.3338,1,0,Normal,0
5491,2024-05-14 12:00:00,london,Islington,12,1,0,7.07,61,29.71,76.34,9314,32.83,3378,121.59,4,Medium,Dry,1129.08,0.7952,0.3374,1,0,Heavy Rain|Strong Winds,2
5492,2024-03-11 04:00:00,london,Kensington,4,0,0,-1.61,24,10.93,49.9,6705,22.38,3933,28.05,5,Low,Wet,1268.68,0.6827,0.1413,1,0,Temperature Extremes,1
5493,2024-04-14 04:00:00,london,Camden,4,6,1,9.46,83,3.48,52.39,10183,14.81,1391,51.02,1,Low,Snowy,588.9,0.6074,0.1883,1,0,High Humidity|Strong Winds,2
5494,2024-07-05 02:00:00,london,Kensington,2,4,0,10.44,22,24.59,12.72,1757,12.54,1518,119.22,8,Low,Dry,638.16,0.5859,0.1717,1,0,Heavy Rain,1
5495,2024-03-20 18:00:00,london,Hammersmith,18,2,0,8.94,74,42.03,41.41,6813,28.94,1807,103.25,4,Low,Dry,697.36,0.7522,0.203,1,1,Heavy Rain,1
5496,2024-06-18 17:49:00,london,Westminster,17,1,0,8.75,90,39.42,70.32,5011,33.39,4910,64.46,1,Low,Dry,2288.66,0.8015,0.1495,1,0,Heavy Rain|High Humidity|Strong Winds,3
5497,2024-06-17 02:00:00,london,Chelsea,2,0,0,7.64,24,8.41,12.43,8069,8.19,4020,50.83,8,High,Damaged,1682.78,0.5462,0.3204,1,0,Normal,0
5498,2024-06-08 13:00:00,london,Southwark,13,5,1,20.52,48,32.07,77.43,8112,28.81,2590,83.43,9,High,Snowy,1094.71,0.7508,0.532,1,1,Heavy Rain|Strong Winds,2
5499,2024-04-07 11:00:00,london,Islington,11,6,1,3.81,67,2.02,23.18,9886,10.94,3820,112.69,5,Medium,Damaged,1833.62,0.571,0.5033,0,1,Normal,0
5500,2024-07-09 11:00:00,london,Islington,11,1,0,30.34,59,1.07,6.99,9175,6.95,3326,7.16,5,Low,Snowy,1320.7,0.5353,0.1238,0,0,Temperature Extremes,1
5501,2024-01-08 23:00:00,london,Kensington,23,0,0,17.71,66,27.09,65.85,3326,25.26,4187,15.43,7,Low,Dry,1622.52,0.7128,0.0943,1,0,Heavy Rain|Strong Winds,2
5502,2024-05-14 12:00:00,london,Islington,12,1,0,6.18,78,9.69,64.33,7789,18.85,3378,120.55,4,Medium,Dry,1261.05,0.6469,0.2597,0,1,Strong Winds,1
5503,2024-06-05 20:00:00,london,Kensington,20,2,0,-4.32,80,12.05,29.89,7515,15.58,774,16.84,9,High,Wet,339.75,0.6148,0.1875,1,0,Temperature Extremes,1
5504,2024-07-07 02:00:00,london,Kensington,2,6,1,9.48,77,23.0,55.64,3058,20.52,2545,25.1,1,Medium,Snowy,1122.02,0.6636,0.2327,0,0,Heavy Rain|Strong Winds,2
5505,2024-01-15 21:00:00,london,Hammersmith,21,0,0,10.17,59,7.9,75.99,3339,19.89,2309,17.88,6,Low,Dry,822.75,0.6573,0.0858,1,0,Strong Winds,1
5506,2024-01-18 17:00:00,london,Chelsea,17,3,0,33.47,76,49.67,16.16,3311,21.35,1579,117.15,7,Medium,Snowy,586.24,0.6721,0.5279,1,0,Heavy Rain|Temperature Extremes,2
5507,2024-04-12 06:00:00,london,Islington,6,4,0,23.09,39,30.95,73.29,9778,34.29,1222,62.21,9,High,Wet,561.38,0.8117,0.3567,1,1,Heavy Rain|Strong Winds,2
5508,2024-06-25 18:00:00,london,Chelsea,18,1,0,7.92,65,21.77,49.86,7327,18.1,3092,43.81,0,Medium,Snowy,1001.41,0.6394,0.2484,1,0,Heavy Rain,1
5509,2024-05-25 05:00:00,london,Southwark,5,5,1,9.53,70,16.51,12.35,7176,9.1,4806,15.58,4,Medium,Snowy,2115.69,0.5543,0.1735,1,0,Normal,0
5510,2024-04-03 05:00:00,london,Hackney,5,2,0,21.86,94,40.91,50.54,5414,28.02,1002,50.69,4,Low,Dry,461.25,0.7422,0.1216,1,0,Heavy Rain|High Humidity|Strong Winds,3
5511,2024-04-20 16:00:00,london,Southwark,16,5,1,20.17,64,21.82,34.75,3413,14.6,1265,47.2,5,Low,Damaged,560.77,0.6053,0.2272,1,0,Heavy Rain,1
5512,2024-05-09 01:00:00,london,Camden,1,3,0,16.89,90,37.06,13.51,3400,12.19,399,45.97,0,Low,Dry,138.73,0.5826,0.0852,1,0,Heavy Rain|High Humidity,2
5513,2024-01-08 06:24:00,london,Southwark,6,0,0,2.4,60,18.92,7.39,6160,9.68,3501,38.53,5,Low,Wet,1539.39,0.5596,0.1139,1,0,Normal,0
5514,2024-02-22 08:00:00,london,Islington,8,3,0,19.12,91,34.52,8.12,6712,11.43,114,5.0,9,High,Snowy,362810.92,0.5756,0.2215,1,0,Heavy Rain|High Humidity,2
5515,2024-03-30 10:00:00,london,Islington,10,5,1,25.89,36,47.16,40.33,8280,25.82,518,105.7,3,Medium,Snowy,231.68,0.7186,0.5121,1,0,Heavy Rain,1
5516,2024-03-05 01:00:00,london,Islington,1,1,0,15.18,88,19.19,72.8,10530,21.5,2268,119.91,2,Medium,Damaged,905.48,0.6737,0.6801,1,0,High Humidity|Strong Winds,2
5517,2024-05-18 02:00:00,london,Hackney,2,5,1,2.96,56,26.96,25.66,6129,18.82,435,100.27,4,Medium,Wet,209.11,0.6466,0.3182,0,1,Heavy Rain,1
5518,2024-01-17 00:57:00,london,Southwark,0,2,0,24.41,31,19.23,20.87,11028,14.47,4046,95.16,2,Medium,Snowy,1693.45,0.6042,0.3672,0,0,Normal,0
5519,2024-03-26 04:00:00,london,Westminster,4,1,0,19.47,93,20.74,73.31,2217,27.86,3439,81.65,3,Low,Wet,1352.78,0.7405,0.2411,1,0,Heavy Rain|High Humidity|Strong Winds,3
5520,2024-07-18 23:00:00,london,Camden,23,3,0,13.95,26,39.99,61.15,880,30.17,4903,95.81,0,High,Wet,1724.88,0.7657,0.4616,1,0,Heavy Rain|Strong Winds,2
5521,2024-06-27 14:00:00,london,Camden,14,3,0,19.67,31,4.68,61.96,2028,20.49,830,29.49,5,High,Dry,279.24,0.6634,0.1464,1,1,Strong Winds,1
5522,2024-02-06 02:00:00,london,Camden,2,1,0,11.72,43,27.2,23.06,4878,13.44,1476,38.82,3,Low,Dry,666.13,0.5944,0.0833,0,0,Heavy Rain,1
5523,2024-06-18 17:49:00,london,Westminster,17,1,0,8.75,90,39.42,70.32,5011,37.34,4910,64.38,1,Low,Dry,2043.51,0.8467,0.1587,1,0,Heavy Rain|High Humidity|Strong Winds,3
5524,2024-01-09 17:00:00,london,Camden,17,1,0,-1.83,48,46.2,40.57,5116,26.18,3312,85.02,4,High,Dry,1542.72,0.7225,0.2581,0,1,Heavy Rain|Temperature Extremes,2
5525,2024-03-01 04:00:00,london,Chelsea,4,4,0,12.49,93,15.64,61.34,4588,22.7,3728,30.1,3,High,Snowy,1320.66,0.6859,0.3065,0,1,High Humidity|Strong Winds,2
5526,2024-01-20 02:28:00,london,Westminster,2,5,1,5.06,86,3.67,15.48,3313,9.52,2101,32.96,5,High,Snowy,887.6,0.5581,0.2337,0,0,High Humidity,1
5527,2024-01-04 21:00:00,london,Hammersmith,21,3,0,10.6,49,37.8,24.15,5254,17.29,2762,93.65,2,High,Snowy,1252.53,0.6314,0.4733,1,0,Heavy Rain,1
5528,2024-05-09 07:00:00,london,Westminster,7,3,0,12.74,63,23.63,61.58,1399,21.1,487,60.85,2,Low,Damaged,178.64,0.6695,0.2917,0,0,Heavy Rain|Strong Winds,2
5529,2024-01-22 12:00:00,london,Islington,12,0,0,-0.6,25,6.41,39.17,7938,17.23,3947,56.18,7,Low,Wet,1843.58,0.6309,0.1554,1,0,Temperature Extremes,1
5530,2024-07-06 05:00:00,london,Westminster,5,5,1,7.98,22,7.28,51.81,8953,15.43,3184,46.72,6,Low,Dry,1155.65,0.6133,0.0922,1,0,Strong Winds,1
5531,2024-04-08 15:00:00,london,Hackney,15,0,0,23.37,74,26.45,44.4,7104,20.15,4819,54.07,3,High,Wet,1886.43,0.6599,0.2592,0,0,Heavy Rain,1
5532,2024-02-06 10:00:00,london,Chelsea,10,1,0,29.22,68,44.77,50.24,9608,25.11,4253,108.09,2,Medium,Dry,1880.19,0.7111,0.2589,1,0,Heavy Rain|Strong Winds,2
5533,2024-04-06 16:00:00,london,Westminster,16,5,1,20.21,28,3.32,67.39,11300,21.21,945,39.5,5,Medium,Wet,331.54,0.6706,0.1924,1,0,Strong Winds,1
5534,2024-01-31 15:00:00,london,Islington,15,2,0,32.23,27,45.77,56.71,4320,28.1,2425,11.91,0,Medium,Dry,887.63,0.7431,0.1277,1,0,Heavy Rain|Temperature Extremes|Strong Winds,3
5535,2024-03-19 02:00:00,london,Southwark,2,1,0,11.71,98,29.75,19.06,6463,13.76,1191,90.78,1,High,Wet,412.62,0.5973,0.3193,1,0,Heavy Rain|High Humidity,2
5536,2024-01-26 04:00:00,london,Westminster,4,4,0,11.98,72,46.11,70.47,6357,37.82,782,92.4,6,High,Snowy,259.74,0.8523,0.6706,1,0,Heavy Rain|Strong Winds,2
5537,2024-06-09 19:00:00,london,Chelsea,19,6,1,21.17,58,1.63,66.93,2694,19.46,1960,30.87,7,Medium,Damaged,927.45,0.653,0.2935,0,0,Strong Winds,1
5538,2024-04-03 16:00:00,london,Hackney,16,2,0,6.65,65,36.97,58.82,2235,28.63,2596,12.71,7,Low,Snowy,979.16,0.7488,0.1986,1,0,Heavy Rain|Strong Winds,2
5539,2024-04-13 04:00:00,london,Camden,4,5,1,33.3,27,16.34,1.47,3195,12.2,415,93.09,3,Medium,Damaged,151.04,0.5827,0.4267,1,0,Temperature Extremes,1
5540,2024-04-07 17:00:00,london,Islington,17,6,1,27.27,87,25.31,4.93,4945,14.34,1423,42.0,6,High,Dry,527.64,0.6029,0.1391,0,0,Heavy Rain|High Humidity,2
5541,2024-04-03 16:00:00,london,Southwark,16,2,0,6.65,65,36.97,58.82,2286,27.85,4981,28.78,3,Low,Wet,2203.17,0.7403,0.1566,1,0,Heavy Rain|Strong Winds,2
5542,2024-07-12 15:00:00,london,Kensington,15,4,0,6.95,28,37.77,0.15,5599,14.49,4788,27.15,0,Low,Damaged,2031.09,0.6043,0.199,0,0,Heavy Rain,1
5543,2024-02-22 23:00:00,london,Islington,23,3,0,18.12,25,2.39,15.08,8993,6.1,4727,26.0,1,Medium,Damaged,1694.64,0.5279,0.2088,1,0,Normal,0
5544,2024-07-17 21:00:00,london,Southwark,21,2,0,-2.41,48,4.82,15.44,8116,10.04,462,26.91,7,High,Dry,197.06,0.5628,0.1145,1,0,Temperature Extremes,1
5545,2024-02-15 23:00:00,london,Camden,23,3,0,23.22,56,21.12,14.18,754,14.35,1444,29.59,1,Medium,Wet,640.39,0.603,0.1568,0,0,Heavy Rain,1
5546,2024-02-11 22:00:00,london,Hackney,22,6,1,33.39,39,11.15,13.62,4060,10.72,2588,64.69,2,High,Damaged,1043.82,0.569,0.385,0,0,Temperature Extremes,1
5547,2024-03-26 09:00:00,london,Hammersmith,9,1,0,30.23,29,2.4,53.94,4389,20.61,3771,7.85,1,Low,Wet,1320.91,0.6645,0.1273,1,0,Temperature Extremes|Strong Winds,2
5548,2024-03-04 09:00:00,london,Chelsea,9,0,0,6.96,49,15.66,5.49,9735,10.04,2020,88.9,8,Medium,Wet,961.53,0.5629,0.233,1,0,Normal,0
5549,2024-07-18 23:00:00,london,Camden,23,3,0,13.95,26,39.99,61.15,880,25.2,4903,96.02,0,High,Wet,2344.25,0.7121,0.4244,0,0,Heavy Rain|Strong Winds,2
5550,2024-01-21 01:00:00,london,Kensington,1,6,1,26.96,43,39.34,41.3,6694,20.76,1646,120.37,1,High,Wet,717.54,0.6661,0.4973,1,1,Heavy Rain,1
5551,2024-02-05 21:00:00,london,Camden,21,0,0,2.89,80,32.74,2.11,4713,11.99,3044,96.58,5,Medium,Damaged,1223.92,0.5808,0.4396,1,0,Heavy Rain,1
5552,2024-03-22 02:00:00,london,Hackney,2,4,0,25.89,57,4.54,64.14,8496,21.91,49,55.21,0,Medium,Dry,16.13,0.4312,0.1468,0,0,Strong Winds,1
5553,2024-03-11 04:00:00,london,Kensington,4,0,0,-1.61,24,10.93,49.9,6705,22.93,3933,32.1,5,Low,Wet,1847.88,0.6883,0.146,1,0,Temperature Extremes,1
5554,2024-03-09 09:00:00,london,Southwark,9,5,1,12.38,57,1.21,20.06,4115,6.12,511,10.84,1,Low,Snowy,234.74,0.528,0.1218,0,0,Normal,0
5555,2024-05-16 11:00:00,london,Camden,11,3,0,19.34,68,0.06,21.47,5489,7.22,663,72.28,2,Low,Damaged,225.42,0.5376,0.2361,0,0,Normal,0
5556,2024-01-23 01:00:00,london,Chelsea,1,1,0,5.19,50,47.07,51.55,6726,25.71,3664,73.6,1,Medium,Dry,1295.44,0.7175,0.1861,0,1,Heavy Rain|Strong Winds,2
5557,2024-03-12 15:00:00,london,Islington,15,1,0,34.31,32,38.64,9.02,8048,16.75,983,63.9,8,Medium,Dry,399.08,0.6261,0.1427,1,0,Heavy Rain|Temperature Extremes,2
5558,2024-02-12 17:00:00,london,Islington,17,0,0,29.28,81,36.27,24.97,4651,23.84,1653,19.28,8,Low,Snowy,754.51,0.6978,0.1861,1,0,Heavy Rain|High Humidity,2
5559,2024-07-05 02:00:00,london,Kensington,2,4,0,8.89,79,4.94,74.63,9887,20.12,3078,69.41,9,High,Dry,1390.77,0.6596,0.198,0,0,Strong Winds,1
5560,2024-03-10 10:46:00,london,Chelsea,10,6,1,15.25,40,2.86,21.53,8268,7.0,1829,93.87,1,Low,Snowy,635.09,0.5357,0.232,1,0,Normal,0
5561,2024-03-22 22:00:00,london,Camden,22,4,0,13.35,85,45.81,69.65,3881,26.12,1606,103.12,2,Low,Wet,528.13,0.7218,0.2895,1,0,Heavy Rain|High Humidity|Strong Winds,3
5562,2024-03-09 12:00:00,london,Westminster,12,5,1,-4.6,89,49.84,13.6,4683,26.07,2853,25.16,9,Medium,Damaged,1211.99,0.7213,0.3229,1,1,Heavy Rain|Temperature Extremes|High Humidity,3
5563,2024-06-18 22:00:00,london,Islington,22,1,0,1.86,62,5.6,70.25,5384,19.3,856,88.37,7,High,Snowy,385.52,0.6514,0.4683,1,1,Strong Winds,1
5564,2024-04-03 16:00:00,london,Southwark,16,2,0,6.65,65,36.97,58.82,2286,30.16,4981,31.09,3,Low,Wet,1790.01,0.7656,0.1649,1,0,Heavy Rain|Strong Winds,2
5565,2024-04-02 19:00:00,london,Southwark,19,1,0,12.96,41,14.84,62.92,7113,16.88,495,79.01,3,Medium,Damaged,237.69,0.6274,0.4124,1,1,Strong Winds,1
5566,2024-07-15 21:00:00,london,Hackney,21,0,0,16.69,49,14.2,50.42,5582,14.28,1748,29.79,2,Low,Wet,570.91,0.6023,0.1205,1,0,Strong Winds,1
5567,2024-03-23 18:00:00,london,Hackney,18,5,1,7.47,41,3.51,32.78,4620,13.27,955,68.44,4,Medium,Wet,348.82,0.5927,0.2065,1,0,Normal,0
5568,2024-05-24 15:00:00,london,Chelsea,15,4,0,10.83,50,10.36,71.9,6502,23.08,110,108.5,9,Low,Damaged,41.0,0.505,0.4816,0,1,Strong Winds,1
5569,2024-03-21 07:00:00,london,Camden,7,3,0,0.36,52,12.89,38.87,2933,19.03,1674,91.39,5,Medium,Damaged,710.69,0.6486,0.4873,1,1,Normal,0
5570,2024-03-11 04:00:00,london,Kensington,4,0,0,-1.61,24,10.93,49.9,7395,21.27,1630,28.26,6,Low,Snowy,710.43,0.6712,0.1845,1,1,Temperature Extremes,1
5571,2024-04-03 05:00:00,london,Hackney,5,2,0,21.86,94,40.91,50.54,5414,25.61,1002,51.56,4,Low,Dry,394.21,0.7164,0.1173,1,0,Heavy Rain|High Humidity|Strong Winds,3
5572,2024-07-07 05:00:00,london,Kensington,5,6,1,25.21,67,34.99,29.42,6706,22.69,3443,47.6,9,Low,Dry,1450.4,0.6859,0.1077,1,0,Heavy Rain,1
5573,2024-01-08 04:00:00,london,Islington,4,0,0,21.97,99,16.49,54.21,3429,19.75,475,56.17,8,Low,Snowy,165.19,0.6559,0.2182,0,0,High Humidity|Strong Winds,2
5574,2024-04-11 11:00:00,london,Camden,11,3,0,29.16,36,30.48,15.33,8033,16.48,2694,57.61,1,Low,Snowy,1262.29,0.6235,0.2063,1,0,Heavy Rain,1
5575,2024-03-17 11:00:00,london,Chelsea,11,6,1,23.38,91,6.68,11.84,6160,7.21,4847,57.4,9,Low,Damaged,2318.05,0.5376,0.2061,1,0,High Humidity,1
5576,2024-05-22 01:00:00,london,Southwark,1,2,0,22.71,38,34.99,68.02,3677,29.9,3060,102.28,3,Low,Snowy,1221.65,0.7627,0.4086,1,0,Heavy Rain|Strong Winds,2
5577,2024-05-06 04:00:00,london,Chelsea,4,0,0,28.88,26,26.08,28.62,3653,20.68,4219,38.89,7,High,Dry,1547.27,0.6652,0.1556,0,0,Heavy Rain,1
5578,2024-06-03 16:00:00,london,Westminster,16,0,0,18.24,88,0.46,42.19,8697,12.49,539,101.26,1,Medium,Dry,222.48,0.5854,0.1865,0,0,High Humidity,1
5579,2024-01-27 00:00:00,london,Islington,0,5,1,27.5,96,1.69,75.3,10019,23.6,54,84.84,8,Medium,Wet,20.15,0.4536,0.2996,1,1,High Humidity|Strong Winds,2
5580,2024-05-14 06:00:00,london,Westminster,6,1,0,28.83,28,37.6,0.48,10783,14.98,3193,30.77,6,Low,Snowy,1131.65,0.609,0.1641,1,0,Heavy Rain,1
5581,2024-06-08 13:00:00,london,Kensington,13,5,1,29.71,97,7.44,59.84,6006,21.62,4697,54.16,5,High,Snowy,1740.64,0.6749,0.3561,1,0,High Humidity|Strong Winds,2
5582,2024-06-09 00:00:00,london,Islington,0,6,1,40.0,35,16.31,31.17,11517,23.0,1555,35.44,4,Low,Wet,523.8,0.6891,0.1491,1,0,Temperature Extremes,1
5583,2024-07-07 02:00:00,london,Southwark,2,6,1,9.48,77,23.0,55.64,10520,19.79,2167,83.99,0,Low,Wet,904.79,0.6563,0.2123,0,0,Heavy Rain|Strong Winds,2
5584,2024-06-25 17:00:00,london,Kensington,17,1,0,1.18,65,2.08,44.0,4049,17.38,2404,81.13,5,Medium,Snowy,799.44,0.6323,0.3405,1,1,Normal,0
5585,2024-02-08 03:00:00,london,Southwark,3,3,0,1.44,43,0.39,19.11,5924,9.52,3536,123.44,0,High,Snowy,1191.55,0.5581,0.5319,0,0,Normal,0
5586,2024-07-05 02:00:00,london,Kensington,2,4,0,8.89,79,4.94,74.63,4071,22.44,1518,119.26,8,Low,Dry,596.44,0.6833,0.2117,1,0,Strong Winds,1
5587,2024-05-06 04:00:00,london,Chelsea,4,0,0,28.88,26,26.08,28.62,3653,21.09,4219,38.21,7,High,Dry,1569.88,0.6694,0.1561,1,0,Heavy Rain,1
5588,2024-01-21 07:00:00,london,Kensington,7,6,1,1.77,77,35.1,78.24,6063,38.6,4266,39.24,6,Low,Snowy,1620.14,0.8614,0.2639,1,1,Heavy Rain|Strong Winds,2
5589,2024-01-15 21:00:00,london,Camden,21,0,0,10.17,59,7.9,75.99,5019,24.3,3803,80.06,3,Low,Wet,1796.99,0.7026,0.2228,1,0,Strong Winds,1
5590,2024-03-17 11:00:00,london,Islington,11,6,1,23.38,91,6.68,11.84,3006,7.12,1456,21.77,6,High,Wet,576.04,0.5368,0.1555,1,1,High Humidity,1
5591,2024-04-20 10:00:00,london,Chelsea,10,5,1,20.93,56,19.41,27.01,5320,14.68,1759,56.21,8,Low,Dry,720.92,0.6062,0.098,1,0,Normal,0
5592,2024-07-16 12:00:00,london,Southwark,12,1,0,25.11,79,22.38,43.22,2826,21.47,805,26.43,9,Medium,Dry,371.67,0.6733,0.1193,1,0,Heavy Rain,1
5593,2024-01-30 10:00:00,london,Hammersmith,10,1,0,33.18,60,31.15,5.26,4245,13.51,317,36.71,5,Medium,Dry,151.05,0.595,0.107,1,0,Heavy Rain|Temperature Extremes,2
5594,2024-04-15 16:00:00,london,Kensington,16,0,0,-4.24,50,10.76,31.77,9401,14.96,425,25.16,0,High,Damaged,190.66,0.6088,0.3187,0,0,Temperature Extremes,1
5595,2024-07-05 02:00:00,london,Kensington,2,4,0,8.89,79,4.94,74.63,4071,25.87,1518,112.1,8,Low,Dry,691.82,0.7191,0.2101,1,0,Strong Winds,1
5596,2024-01-30 14:00:00,london,Westminster,14,1,0,-3.64,22,28.03,67.54,8871,26.55,4293,111.43,8,High,Damaged,1750.3,0.7264,0.8,1,1,Heavy Rain|Temperature Extremes|Strong Winds,3
5597,2024-01-06 01:00:00,london,Kensington,1,5,1,20.64,32,29.22,6.45,4001,10.15,1422,113.75,9,Medium,Damaged,471.64,0.5639,0.4989,0,0,Heavy Rain,1
5598,2024-07-07 02:00:00,london,Southwark,2,6,1,9.48,77,23.0,55.64,10520,22.74,2167,88.24,0,Low,Wet,938.58,0.6863,0.2345,1,1,Heavy Rain|Strong Winds,2
5599,2024-06-04 01:00:00,london,Southwark,1,1,0,-3.95,87,49.65,67.29,1540,34.94,3660,45.66,7,High,Dry,1725.76,0.8191,0.2093,0,0,Heavy Rain|Temperature Extremes|High Humidity|Strong Winds,4
5600,2024-05-12 05:00:00,london,Chelsea,5,6,1,1.36,23,44.3,75.6,6762,34.58,949,53.74,3,High,Damaged,403.82,0.815,0.5549,1,1,Heavy Rain|Strong Winds,2
5601,2024-01-23 23:00:00,london,Westminster,23,1,0,22.21,50,33.45,77.6,9131,29.73,4973,60.42,1,High,Dry,2337.66,0.7608,0.2174,0,0,Heavy Rain|Strong Winds,2
5602,2024-02-06 19:00:00,london,Westminster,19,1,0,30.79,99,22.44,28.47,9533,14.93,3613,110.79,6,High,Wet,1704.56,0.6085,0.4003,0,1,Heavy Rain|Temperature Extremes|High Humidity,3
5603,2024-03-12 20:00:00,london,Southwark,20,1,0,5.79,99,29.07,75.06,9657,29.02,4480,99.9,2,High,Wet,1765.24,0.753,0.4717,1,1,Heavy Rain|High Humidity|Strong Winds,3
5604,2024-01-18 07:00:00,london,Southwark,7,3,0,34.14,68,49.93,59.72,9596,30.1,1336,106.53,7,Medium,Damaged,574.4,0.7649,0.695,1,0,Heavy Rain|Temperature Extremes|Strong Winds,3
5605,2024-02-24 10:00:00,london,Hackney,10,5,1,33.99,80,45.05,15.39,5905,19.4,4968,126.93,2,Medium,Dry,2323.28,0.6524,0.2795,0,0,Heavy Rain|Temperature Extremes,2
5606,2024-02-15 03:00:00,london,Hammersmith,3,3,0,11.95,25,38.54,47.82,9138,28.63,722,10.48,1,High,Snowy,317.12,0.7488,0.3161,1,0,Heavy Rain,1
5607,2024-02-15 16:00:00,london,Kensington,16,3,0,28.43,32,28.42,35.74,7496,20.92,2343,83.02,3,High,Damaged,1000.96,0.6677,0.5735,1,1,Heavy Rain,1
5608,2024-02-15 03:00:00,london,Hammersmith,3,3,0,-0.56,24,8.6,22.57,7331,11.41,722,10.93,1,High,Snowy,307.63,0.5754,0.2235,0,0,Temperature Extremes,1
5609,2024-07-07 05:00:00,london,Kensington,5,6,1,25.21,67,34.99,29.42,6706,17.37,3443,43.59,9,Low,Dry,1513.22,0.6322,0.094,1,0,Heavy Rain,1
5610,2024-03-01 04:00:00,london,Chelsea,4,4,0,12.49,93,15.64,61.34,4588,18.14,3728,28.17,3,High,Snowy,1340.37,0.6398,0.2771,0,0,High Humidity|Strong Winds,2
5611,2024-02-15 09:00:00,london,Camden,9,3,0,10.21,69,6.11,50.57,1383,14.95,1607,106.94,3,Low,Snowy,519.72,0.6087,0.3211,0,0,Strong Winds,1
5612,2024-04-16 20:00:00,london,Islington,20,1,0,29.69,52,46.49,57.38,3981,32.15,250,93.85,0,Low,Damaged,115.41,0.7877,0.4871,1,0,Heavy Rain|Strong Winds,2
5613,2024-07-05 02:00:00,london,Westminster,2,4,0,10.44,22,24.59,12.72,8493,12.96,2316,91.47,6,High,Damaged,1048.37,0.5898,0.526,0,1,Heavy Rain,1
5614,2024-03-01 19:00:00,london,Islington,19,4,0,32.77,24,7.74,35.57,5478,19.54,1598,44.45,6,Low,Snowy,641.03,0.6537,0.1978,1,0,Temperature Extremes,1
5615,2024-01-27 00:00:00,london,Islington,0,5,1,27.5,96,1.69,75.3,10019,18.72,54,92.79,8,Medium,Wet,25.81,0.4314,0.2947,0,0,High Humidity|Strong Winds,2
5616,2024-01-18 17:00:00,london,Chelsea,17,3,0,33.47,76,49.67,16.16,3311,26.37,1579,117.86,7,Medium,Snowy,733.41,0.7245,0.5835,1,0,Heavy Rain|Temperature Extremes,2
5617,2024-01-21 01:00:00,london,Kensington,1,6,1,26.96,43,39.34,41.3,6694,23.8,1646,109.8,1,High,Wet,620.29,0.6974,0.4747,0,0,Heavy Rain,1
5618,2024-04-24 19:00:00,london,Kensington,19,2,0,0.29,42,44.7,73.72,6132,39.69,1230,8.51,9,High,Damaged,564.82,0.8742,0.4679,1,0,Heavy Rain|Strong Winds,2
5619,2024-04-04 06:00:00,london,Kensington,6,3,0,11.31,90,12.77,21.86,8843,12.1,4220,47.97,5,Low,Wet,1901.81,0.5818,0.1295,1,0,High Humidity,1
